node,url,rank,label,include
case,https://case.edu/,0,home,
catholic,https://www.catholic.edu/,0,home,
cau,https://www.cau.edu/,0,home,
cca,https://www.cca.qc.ca,1,home,
cgu,https://www.cgu.edu/,0,home,
chapman,https://www.chapman.edu/,0,home,
claremont,https://www.claremont.edu/,0,home,
clarkson,https://www.clarkson.edu/,0,home,
clarku,https://www.clarku.edu/,0,home,
clemson,http://www.clemson.edu/,0,home,
cmich,https://www.cmich.edu/,0,home,
cmu,https://www.cmu.edu/,0,home,
colorado,https://www.cu.edu/,1,home,
colorado_library,http://ucblibraries.colorado.edu,1,home,
colorado_library,http://www.colorado.edu/AcademicLife/Libraries.html,1,home,
colorado_library,http://www.colorado.edu/Academics/Libraries.html,1,home,
colostate,https://www.colostate.edu/,0,home,
colpos,https://www.colpos.mx/,0,home,
colum,https://www.colum.edu/,0,home,
columbia,https://www.columbia.edu/,0,home,
columbia_tc,https://www.tc.columbia.edu/,0,home,
cornell,https://www.cornell.edu/,0,home,
cornell_library,https://digital.library.cornell.edu/,1,home,
crl,https://www.crl.edu/,1,home,
csuohio,https://www.csuohio.edu/,0,home,
cuny,https://www.cuny.edu/,0,home,
cuny_ccny,https://www.ccny.cuny.edu/,0,home,
cuny_gc,https://www.gc.cuny.edu/,0,home,
dartmouth,https://home.dartmouth.edu/,0,home,
depaul,https://www.depaul.edu/,0,home,
desu,https://www.desu.edu/,0,home,
dillard,http://www.dillard.edu/,0,home,
drexel,https://drexel.edu/,0,home,
du,https://www.du.edu/,0,home,
duke,https://www.duke.edu/,0,home,
duq,https://www.duq.edu/,0,home,
ecu,https://www.ecu.edu/,0,home,
emich,https://www.emich.edu/,0,home,
emory,http://www.emory.edu/,0,home,
emory_library,https://web.library.emory.edu/,1,home,
esf,https://www.esf.edu/,0,home,
etsu,https://www.etsu.edu/,0,home,
famu,http://www.famu.edu/,0,home,
famu_library,https://famu.catalog.fcla.edu/am.jsp,1,home,
fau,https://www.fau.edu/,0,home,
fit,https://www.fit.edu/,0,home,
fiu,https://www.fiu.edu/,0,home,
fordham,https://www.fordham.edu/,0,home,
fsu,https://www.fsu.edu/,0,home,
gallaudet,https://www.gallaudet.edu/,0,home,
gatech,https://www.gatech.edu/,0,home,
gatech_library,https://www.library.gatech.edu/,1,home,
georgetown,https://www.georgetown.edu/,0,home,
georgiasouthern,https://www.georgiasouthern.edu/,0,home,
getty,https://www.getty.edu/research/,1,home,
getty,http://archives2.getty.edu:8082/xtf/search,1,home,
getty,https://www.getty.edu/research/tools/vocabularies/tgn/,1,home,
getty,https://www.getty.edu/research/tools/vocabularies/ulan/,1,home,
gmu,https://www2.gmu.edu/,0,home,
gram,http://www.gram.edu/,0,home,
gsu,https://www.gsu.edu/,0,home,
gwu,https://www.gwu.edu/,0,home,
hagley,https://www.hagley.org,0,home,
hagley,https://www.hagley.org/,1,home,
hamptonu,http://www.hamptonu.edu/,0,home,
harvard,https://www.harvard.edu/,0,home,
hawaii,https://www.hawaii.edu/,0,home,
howard,https://www2.howard.edu/,0,home,
iastate,https://www.iastate.edu/,0,home,
iit,https://www.iit.edu/,0,home,
illinois,https://illinois.edu/,0,home,
illinois_library,https://digital.library.illinois.edu/,1,home,
illinoisstate,https://illinoisstate.edu/,0,home,
indiana,https://www.indiana.edu/,0,home,
ipn,https://www.ipn.mx/,0,home,
isu,https://www.isu.edu,0,home,
iupui,https://www.iupui.edu/,0,home,
jefferson,https://www.jefferson.edu/,0,home,
jhu,https://www.jhu.edu/,0,home,
jsums,http://www.jsums.edu/,0,home,
k-state,https://www.k-state.edu/,0,home,
kennesaw,https://kennesaw.edu/,0,home,
kent,https://www.kent.edu/,0,home,
ku,https://ku.edu/,0,home,
latech,https://www.latech.edu/,0,home,
lehigh,https://www1.lehigh.edu/,0,home,
lmu,https://www.lmu.edu/,0,home,
louisiana,https://louisiana.edu/,0,home,
louisville,http://louisville.edu/,0,home,
lsu,https://www.lsu.edu/,0,home,
luc,https://www.luc.edu/,0,home,
marquette,https://www.marquette.edu/,0,home,
marshall,http://www.marshall.edu/,0,home,
mcgill,https://www.mcgill.ca/,0,home,
mcmaster,https://www.mcmaster.ca/,0,home,
memphis,https://www.memphis.edu/,0,home,
mercer,https://www.mercer.edu/,0,home,
miami,https://welcome.miami.edu/,0,home,
miamioh,https://miamioh.edu/,0,home,
mines,https://www.mines.edu/,0,home,
missouri,https://missouri.edu/,0,home,
mit,http://www.mit.edu/,0,home,
montana,https://www.montana.edu/,0,home,
montclair,https://www.montclair.edu/,0,home,
morehouse,https://www.morehouse.edu/,0,home,
morgan,https://www.morgan.edu,0,home,
msstate,https://www.msstate.edu/,0,home,
